,Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link,District
991,Little Dumpling,902,11,5,Average,['Asian'],"Apartment 3 28 Mary Street Little Turning off Capel Street, Dublin D07 RK73 Ireland",53.3482766,-6.2692058,+353 1 872 7577,/Restaurant_Review-g186605-d19911671-Reviews-Little_Dumpling-Dublin_County_Dublin.html,7
992,Monsoon Indian Restaurant,908,34,4,Average,"['Indian', 'Vegetarian Friendly']","4 The Hill Stillorgan, Dublin 7RQ2+CV Ireland",53.3464495380299,-6.27998253852286,+353 1 288 4262,/Restaurant_Review-g186605-d4664234-Reviews-Monsoon_Indian_Restaurant-Dublin_County_Dublin.html,7
993,WokeCup Cafe,913,11,5,Average,['Cafe'],"8 Queen Street, Dublin D07 Y683 Ireland",53.3472944,-6.2800223,,/Restaurant_Review-g186605-d15752711-Reviews-WokeCup_Cafe-Dublin_County_Dublin.html,7
994,Social Fabric Cafe,950,16,4.5,Average,"['Polish', 'Cafe', 'Mediterranean']","34 Stoneybatter Arrange Quay, Dublin Ireland",53.3506294,-6.2823735,+353 85 145 3323,/Restaurant_Review-g186605-d18276490-Reviews-Social_Fabric_Cafe-Dublin_County_Dublin.html,7
995,Bel Cibo Deli Pizzeria,984,236,3.5,Average,"['Italian', 'Pizza', 'European']","Smithfield Market Square, Dublin Ireland",53.34815485,-6.27836827585282,+353 1 479 6015,/Restaurant_Review-g186605-d1739981-Reviews-Bel_Cibo_Deli_Pizzeria-Dublin_County_Dublin.html,7
996,Vietnom Dublin,996,12,5,Average,"['Asian', 'Vietnamese']","Arran Quay 14 Stoneybatter The Glimmer Man, Dublin Ireland",53.3508467,-6.2820318,+353 87 320 7279,/Restaurant_Review-g186605-d14177556-Reviews-Vietnom_Dublin-Dublin_County_Dublin.html,7
997,The Ramen Kitchen,1005,16,4.5,Average,"['Japanese', 'Sushi', 'Asian']","56 Manor Street, Stoneybatter, Dublin D07 EY65 Ireland",53.3529941,-6.2853591,+353 1 633 0006,/Restaurant_Review-g186605-d17462164-Reviews-The_Ramen_Kitchen-Dublin_County_Dublin.html,7
998,Jay's Cafe Broadstone,1043,9,5,Cheap,"['Cafe', 'Deli']","42 Dominick Street Upper, Dublin D07C5P6 Ireland",53.3542846,-6.2719698,+353 87 923 9803,/Restaurant_Review-g186605-d14043804-Reviews-Jay_s_Cafe_Broadstone-Dublin_County_Dublin.html,7
999,Bullet Duck & Dumplings,1061,15,4,Cheap,"['Chinese', 'Asian', 'Diner']","27 Mary Street Little Dublin 7, Dublin Ireland",53.3482601,-6.26927086966946,+353 1 872 0099,/Restaurant_Review-g186605-d18998778-Reviews-Bullet_Duck_Dumplings-Dublin_County_Dublin.html,7
1000,Fegan's 1924,1099,15,4.5,Cheap,"['Quick Bites', 'Irish', 'Cafe']","13 Chancery Street, Dublin D07 A275 Ireland",53.346944,-6.2720301,+353 1 872 2788,/Restaurant_Review-g186605-d15028846-Reviews-Fegan_s_1924-Dublin_County_Dublin.html,7
1001,K Chido Mexico,1107,24,4,Cheap,"['Mexican', 'Vegetarian Friendly']","18 Chancery St, Dublin Dublin 7 Ireland",53.3471256,-6.27215209526647,,/Restaurant_Review-g186605-d7976273-Reviews-K_Chido_Mexico-Dublin_County_Dublin.html,7
1002,Bookafe,1114,13,4.5,Cheap,"['Brazilian', 'South American']","101 Dorset Street Upper Perto da Parnell Street, Dublin D01 A2F4 Ireland",53.3554536,-6.2659756,+353 1 559 2220,/Restaurant_Review-g186605-d6995255-Reviews-Bookafe-Dublin_County_Dublin.html,7
1003,Hughes' Bar,1144,16,4,Cheap,"['Bar', 'Pub']","19 Chancery Street, Dublin Ireland",53.346964,-6.2722659500169,+353 1 872 6540,/Restaurant_Review-g186605-d696242-Reviews-Hughes_Bar-Dublin_County_Dublin.html,7
1004,Brunos Takeaway,1154,12,5,Cheap,"['Seafood', 'Fast food']","2a Oxmantown Road, Dublin Ireland",53.3536606,-6.2912653,+353 1 838 6332,/Restaurant_Review-g186605-d1475246-Reviews-Brunos_Takeaway-Dublin_County_Dublin.html,7
1005,3 spirits bar,1163,65,3.5,Cheap,"['Brazilian', 'Irish', 'Bar']","89-94 Capel Street, Dublin D01 H0C2 Ireland",53.3505757,-6.2700479,+353 85 237 5229,/Restaurant_Review-g186605-d6457446-Reviews-3_spirits_bar-Dublin_County_Dublin.html,7
1006,Fudo Izakaya,1233,5,5,Average,"['Japanese', 'Asian']","28 Mary Street Little, Dublin D07 FX4W Ireland",53.3482759,-6.2691729,+353 1 872 7577,/Restaurant_Review-g186605-d17709583-Reviews-Fudo_Izakaya-Dublin_County_Dublin.html,7
1007,Jack Nealon's,1235,50,4,Cheap,['Pub'],"165-166 Capel Street, Dublin D01 XD72 Ireland",53.34638045,-6.26823055,+353 1 563 7270,/Restaurant_Review-g186605-d696250-Reviews-Jack_Nealon_s-Dublin_County_Dublin.html,7
1008,Cumiskeys - 41 Upper Dominick Street Broadstone Dublin 7,1281,5,5,,,"41 Upper Dominick Street, Dublin Ireland",53.3543288,-6.2720459,+353 1 830 1149,/Restaurant_Review-g186605-d13284579-Reviews-Cumiskeys_41_Upper_Dominick_Street_Broadstone_Dublin_7-Dublin_County_Dublin.html,7
1009,Kuraudo Sushi & Gyoza,1339,5,4.5,,['Japanese'],"3 Stoneybatter, Dublin Ireland",53.3501941,-6.28160659325,+353 1 441 4415,/Restaurant_Review-g186605-d15138473-Reviews-Kuraudo_Sushi_Gyoza-Dublin_County_Dublin.html,7
1010,Barbers Bar,1356,15,4.5,Cheap,"['Irish', 'Bar', 'Pub']","19 Lower Grangegorman Rd, Dublin DUBLIN 7 Ireland",53.3521556,-6.279828,+353 1 539 4048,/Restaurant_Review-g186605-d11779663-Reviews-Barbers_Bar-Dublin_County_Dublin.html,7
1011,Brendan's Cafe,1358,5,4.5,Cheap,,"Mary's Lane, Dublin Ireland",53.3480516956344,-6.27153788474534,+353 1 872 4091,/Restaurant_Review-g186605-d10781727-Reviews-Brendan_s_Cafe-Dublin_County_Dublin.html,7
1012,Mad Hatters,1432,5,4.5,,,"Prussia Street dublin7, Dublin 7 Ireland",53.3552747,-6.2874988,,/Restaurant_Review-g186605-d4600206-Reviews-Mad_Hatters-Dublin_County_Dublin.html,7
1013,Three Young Mugs,1470,6,4.5,Cheap,"['Irish', 'Cafe', 'International']","40 Arran Quay Beside Voodoo Lounge, Dublin D07 X76R Ireland",53.3466694,-6.2799447,+353 1 873 4027,/Restaurant_Review-g186605-d7823943-Reviews-Three_Young_Mugs-Dublin_County_Dublin.html,7
1014,Benny's Chicken,1513,7,4.5,,['Fast food'],"65 Upper Dorset Street, Dublin Ireland",53.3536693964682,-6.26742258818204,,/Restaurant_Review-g186605-d3461291-Reviews-Benny_s_Chicken-Dublin_County_Dublin.html,7
1015,Amores,1549,3,4.5,,,"1B Mountjoy Street, Dublin Ireland",53.3549074,-6.2686462,,/Restaurant_Review-g186605-d10492592-Reviews-Amores-Dublin_County_Dublin.html,7
1016,Biscotti Caffe,1564,3,5,,,"Manor St. Dublin 7 Stoneybatter, Dublin Ireland",53.3521088,-6.2836662,,/Restaurant_Review-g186605-d7805333-Reviews-Biscotti_Caffe-Dublin_County_Dublin.html,7
1017,Chuan Chinese Restaurant,1570,3,4.5,,,"123 Capel Street Coolock, Dublin Ireland",53.3486543,-6.269266,,/Restaurant_Review-g186605-d10146539-Reviews-Chuan_Chinese_Restaurant-Dublin_County_Dublin.html,7
1018,Tokyo Kitchen,1577,2,4.5,,,"No. 42 Bow Street, Dublin Ireland",53.349294,-6.276035,,/Restaurant_Review-g186605-d15702670-Reviews-Tokyo_Kitchen-Dublin_County_Dublin.html,7
1019,Fegans Foodservice,1590,2,4.5,Average,"['Irish', 'Mediterranean']","13 - 14 Chancery Street, Dublin Ireland",53.3469379,-6.2715245,+353 1 872 2788,/Restaurant_Review-g186605-d14922260-Reviews-Fegans_Foodservice-Dublin_County_Dublin.html,7
1020,Woodfire And Wings,1597,3,4,,"['Italian', 'Irish', 'Fast food', 'Calabrian']","Unit 7 Dutch Village Shopping Centre Woodford Walk Woodford Walk, Knockmitten, Clondalkin, Dublin D22 V290 Ireland",53.356205,-6.265698,+353 1 459 5257,/Restaurant_Review-g186605-d20121917-Reviews-Woodfire_And_Wings-Dublin_County_Dublin.html,7
1021,Manor Take Away Foods,1632,9,3.5,Cheap,['Pizza'],"47 Manor Street, Dublin Ireland",53.3531884,-6.2851172,+353 1 838 7253,/Restaurant_Review-g186605-d5812428-Reviews-Manor_Take_Away_Foods-Dublin_County_Dublin.html,7
1022,O'Reilly Bros,1641,3,4,,,"1 Inns Quay The Chancery, Dublin Ireland",53.345675,-6.271838,,/Restaurant_Review-g186605-d12593500-Reviews-O_Reilly_Bros-Dublin_County_Dublin.html,7
1023,Outhouse Cafe,1686,2,4,Cheap,"['Cafe', 'International', 'Deli']","105 Capel Street, Dublin D01 R290 Ireland",53.3497702,-6.2694384,+353 1 873 4999,/Restaurant_Review-g186605-d17847828-Reviews-Outhouse_Cafe-Dublin_County_Dublin.html,7
1024,Welcome City Chinese Takeaway,1687,9,3,,['Chinese'],"66 Dorset St Upr, Dublin Ireland",53.3561317,-6.2651532,+353 1 873 0188,/Restaurant_Review-g186605-d5812354-Reviews-Welcome_City_Chinese_Takeaway-Dublin_County_Dublin.html,7
1025,MoonSoon Restaurant & Gallery,1696,2,5,Average,"['Asian', 'Malaysian']","40 Arran Quay, Dublin Dublin 7 Ireland",53.3466704,-6.27983540077997,+353 83 189 1003,/Restaurant_Review-g186605-d6626863-Reviews-MoonSoon_Restaurant_Gallery-Dublin_County_Dublin.html,7
1026,Freshii,1713,1,5,,['Healthy'],"63 Dame Street, Dublin Ireland",53.34841,-6.2778378,+353 1 633 7865,/Restaurant_Review-g186605-d13379017-Reviews-Freshii-Dublin_County_Dublin.html,7
1027,Chopped 2.0,1735,4,3.5,Cheap,,"Smithfield Square Unit 18, Block C, Smithfield, Dublin Ireland",53.3489675,-6.27783,+353 1 558 3566,/Restaurant_Review-g186605-d17611666-Reviews-Chopped_2_0-Dublin_County_Dublin.html,7
1028,New Star Chinese Restaurant,1771,1,5,,,"123 Capel Steet, Dublin D01 Ireland",53.3486543,-6.269266,+353 1 874 7632,/Restaurant_Review-g186605-d10154475-Reviews-New_Star_Chinese_Restaurant-Dublin_County_Dublin.html,7
1029,Taproom47,1788,1,4,,,"45 North King Street, Dublin Ireland",53.3508506,-6.2703592,,/Restaurant_Review-g186605-d15702664-Reviews-Taproom47-Dublin_County_Dublin.html,7
1030,Olivos,1793,5,3.5,,['Italian'],"30 Stoneybatter, Dublin Ireland",53.3507293,-6.282361,+353 1 635 0077,/Restaurant_Review-g186605-d10766287-Reviews-Olivos-Dublin_County_Dublin.html,7
1031,Brambles Cafe,1802,1,4,Average,['Irish'],"172 Stillorgan Road Stillorgan Shopping Centre, Dublin Ireland",53.3485147,-6.2853005,+353 1 764 2090,/Restaurant_Review-g186605-d17437573-Reviews-Brambles_Cafe-Dublin_County_Dublin.html,7
1032,Chess Chinese Takeaway,1832,2,3.5,,['Chinese'],"Prussia Street Unit 12, Park Shopping Centre, Dublin D07 Ireland",53.3559842521972,-6.28751035672339,+353 1 868 3688,/Restaurant_Review-g186605-d5864002-Reviews-Chess_Chinese_Takeaway-Dublin_County_Dublin.html,7
1033,Mi Thai,1940,10,3,Average,['Thai'],"87B 87 Manor Street Stoneybatter, Dublin Ireland",53.351565,-6.283238,+353 1 677 9730,/Restaurant_Review-g186605-d12323473-Reviews-Mi_Thai-Dublin_County_Dublin.html,7
1034,Mizzoni's Pizza,2045,1,4,,,"95A Sallynoggin Road Lower, Dublin A96 Y799 Ireland",53.3542319627454,-6.26688549794864,+353 1 235 1133,/Restaurant_Review-g186605-d20805773-Reviews-Mizzoni_s_Pizza-Dublin_County_Dublin.html,7
1035,Darkey Kelly's Bar & Restaurant,4,1645,4.5,Average,"['Irish', 'Bar', 'European']","Fishamble Street ChristChruch, Dublin Ireland",53.343513,-6.27106,+353 83 346 4682,/Restaurant_Review-g186605-d6403998-Reviews-Darkey_Kelly_s_Bar_Restaurant-Dublin_County_Dublin.html,8
1036,The Landmark,6,468,4.5,Average,"['Irish', 'Bar', 'European']","The Landmark 40 Wexford Street, Dublin D02 CH68 Ireland",53.3374409,-6.2659032,+353 1 537 9951,/Restaurant_Review-g186605-d15590976-Reviews-The_Landmark-Dublin_County_Dublin.html,8
1037,Queen of Tarts,38,124,4.5,Average,"['Cafe', 'European', 'Vegetarian Friendly']","4 Cork Hill Dame Street, Dublin Ireland",53.3442554892358,-6.268803518466,+353 1 670 7499,/Restaurant_Review-g186605-d14775134-Reviews-Queen_of_Tarts-Dublin_County_Dublin.html,8
1038,I Monelli,56,590,4.5,Average,"['Italian', 'Mediterranean', 'European']","1-2 Portobello Road, Dublin D08 E0C0 Ireland",53.329887334352,-6.26870350001762,+353 1 454 6057,/Restaurant_Review-g186605-d6542415-Reviews-I_Monelli-Dublin_County_Dublin.html,8
1039,Darwins Restaurant,60,1126,4.5,Average,"['Steakhouse', 'Irish', 'International']","80 Aungier Street Dublin 2, Dublin Ireland",53.34128055,-6.26570874079599,+353 1 475 7511,/Restaurant_Review-g186605-d2296705-Reviews-Darwins_Restaurant-Dublin_County_Dublin.html,8
1040,Devitt's Pub,71,385,4.5,Cheap,"['Irish', 'Bar', 'Pub']","78 Camden Street, Dublin D02 C642 Ireland",53.3355395,-6.2654505,+353 1 475 3414,/Restaurant_Review-g186605-d1596199-Reviews-Devitt_s_Pub-Dublin_County_Dublin.html,8
1041,F.X. Buckley Steakhouse at The Bull & Castle,72,1916,4.5,Average,"['Steakhouse', 'Irish', 'Bar']","5-7 Lord Edward Street Christchurch, Dublin D2 Ireland",53.3434467,-6.2698331,+353 1 475 1122,/Restaurant_Review-g186605-d809965-Reviews-F_X_Buckley_Steakhouse_at_The_Bull_Castle-Dublin_County_Dublin.html,8
1042,Lundy Foots,78,175,4.5,Average,"['Irish', 'Bar', 'European']","1/3 Essex Gate Temple Bar, Dublin D08 PN7C Ireland",53.3449133,-6.2679467,+353 1 671 1535,/Restaurant_Review-g186605-d14161947-Reviews-Lundy_Foots-Dublin_County_Dublin.html,8
1043,Arthur's Pub,84,1104,4.5,Average,"['Irish', 'International', 'European']","28 Thomas Street West, Dublin D08 VF83 Ireland",53.331079,-6.278537,+353 1 402 0914,/Restaurant_Review-g186605-d2640057-Reviews-Arthur_s_Pub-Dublin_County_Dublin.html,8
1044,The Palace,87,392,4.5,Average,"['Irish', 'Bar', 'Pub']","21 Fleet Street, Dublin Ireland",53.3359616,-6.2655187,+353 1 677 9290,/Restaurant_Review-g186605-d696329-Reviews-The_Palace-Dublin_County_Dublin.html,8
1045,Bite of Life,90,194,4.5,Cheap,"['Irish', 'Cafe', 'European']","55 Patrick Street 8, Dublin Ireland",53.3407216,-6.2721486,+353 1 454 2949,/Restaurant_Review-g186605-d2198404-Reviews-Bite_of_Life-Dublin_County_Dublin.html,8
1046,Sova Vegan Butcher,91,299,4.5,Average,"['European', 'Vegetarian Friendly', 'Vegan Options']","51 Pleasants Street Portobello, Dublin D08 EF24 Ireland",53.3354811,-6.2663042,+353 86 775 8549,/Restaurant_Review-g186605-d8491341-Reviews-Sova_Vegan_Butcher-Dublin_County_Dublin.html,8
1047,The Brazen Head,96,5165,4.5,Average,"['Irish', 'Bar', 'European']","20 Bridge Street, Dublin Ireland",53.3449817864796,-6.27633505566079,+353 1 677 9549,/Restaurant_Review-g186605-d1884058-Reviews-The_Brazen_Head-Dublin_County_Dublin.html,8
1048,Locks,103,298,4.5,Average,"['Irish', 'Contemporary', 'Vegetarian Friendly']","1 Windsor Terrace Portobello, Dublin D08 HT20 Ireland",53.3298636,-6.27172510262183,+353 1 416 3655,/Restaurant_Review-g186605-d8612516-Reviews-Locks-Dublin_County_Dublin.html,8
1049,Bastible,107,242,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","111 South Circular Road Leonards Corner, Dublin Ireland",53.3321876485195,-6.27490461257339,+353 1 473 7409,/Restaurant_Review-g186605-d9830811-Reviews-Bastible-Dublin_County_Dublin.html,8
1050,The Jar,133,300,4.5,Average,"['Bar', 'Pizza', 'European']","31 Wexford Street, Dublin D02 K232 Ireland",53.3369586,-6.2657049,+353 1 557 9688,/Restaurant_Review-g186605-d10045419-Reviews-The_Jar-Dublin_County_Dublin.html,8
1051,The Beer Market,143,256,4.5,Average,"['American', 'Irish', 'Bar']","13 High Street, Dublin Ireland",53.3433119,-6.2733853,+353 1 244 4917,/Restaurant_Review-g186605-d8384459-Reviews-The_Beer_Market-Dublin_County_Dublin.html,8
1052,Camden Kitchen,147,321,4.5,Average,"['Irish', 'European', 'Contemporary']","3A Camden Market Grantham Street, Dublin Ireland",53.3341330756755,-6.26587277661734,+353 1 476 0125,/Restaurant_Review-g186605-d1837631-Reviews-Camden_Kitchen-Dublin_County_Dublin.html,8
1053,Konkan Clanbrassil Street,154,215,4.5,Average,"['Indian', 'Asian', 'Healthy']","46 Clanbrassil Street Upper Near Harolds Cross Bridge, Dublin D08 RF88 Ireland",53.3308134,-6.2750427,+353 1 473 8252,/Restaurant_Review-g186605-d946118-Reviews-Konkan_Clanbrassil_Street-Dublin_County_Dublin.html,8
1054,Bakers Pub,192,317,4.5,Cheap,"['International', 'European', 'Vegetarian Friendly']","47 - 48 Thomas Street The Liberties, Dublin Dublin 8 Ireland",53.3432444,-6.2815223,+353 1 473 6789,/Restaurant_Review-g186605-d3404049-Reviews-Bakers_Pub-Dublin_County_Dublin.html,8
1055,Govindas,202,316,4.5,Cheap,"['Indian', 'Fusion', 'Vegetarian Friendly']","Middle Abbey Street, Dublin Ireland",53.3411324028846,-6.28156355253539,+353 1 872 7463,/Restaurant_Review-g186605-d943596-Reviews-Govindas-Dublin_County_Dublin.html,8
1056,Cafe Topolis,208,595,4.5,Average,"['Italian', 'Pizza', 'European']","Temple Bar 37 Parliament Street, Dublin 2 Ireland",53.3442569,-6.2674801,+353 1 670 4961,/Restaurant_Review-g186605-d743285-Reviews-Cafe_Topolis-Dublin_County_Dublin.html,8
1057,Copper Alley Bistro,219,819,4.5,Average,"['Irish', 'International', 'European']","Number 2 Lord Edward Street, Dublin DUBLIN 2 Ireland",53.3436521748781,-6.26982721448275,+353 1 677 0603,/Restaurant_Review-g186605-d3524810-Reviews-Copper_Alley_Bistro-Dublin_County_Dublin.html,8
1058,Long Hall,223,116,4.5,Average,['Pub'],"51 South Great George's Street, Dublin Ireland",53.34184035,-6.26539918423617,+353 1 475 1590,/Restaurant_Review-g186605-d696287-Reviews-Long_Hall-Dublin_County_Dublin.html,8
1059,Bibi's Cafe,227,196,4.5,Average,"['Irish', 'Cafe', 'European']","14b Emorville Avenue, Dublin 8, Dublin Ireland",53.3335538552721,-6.27262413026435,+353 1 454 7421,/Restaurant_Review-g186605-d3598910-Reviews-Bibi_s_Cafe-Dublin_County_Dublin.html,8
1060,Nancy Hands Bar & Restaurant,233,1321,4.5,Average,"['Irish', 'Bar', 'International']","30-32 Parkgate Street, Dublin Dublin 8 Ireland",53.3480499,-6.2935629,+353 1 677 0149,/Restaurant_Review-g186605-d1426469-Reviews-Nancy_Hands_Bar_Restaurant-Dublin_County_Dublin.html,8
1061,Sano Pizza,234,704,4.5,Cheap,"['Italian', 'Pizza', 'European']","2 Exchange Street Upper Corner of Dame St and Exchange St Upper, Dublin 8 Ireland",53.3442167890554,-6.26790605465185,+353 1 445 3344,/Restaurant_Review-g186605-d14018862-Reviews-Sano_Pizza-Dublin_County_Dublin.html,8
1062,Bobos Burgers Restaurant,247,675,4,Average,"['American', 'Irish', 'Bar']","22 Wexford St Dublin 2, Dublin D2 Ireland",53.336463,-6.2656943,+353 1 400 5750,/Restaurant_Review-g186605-d1389523-Reviews-Bobos_Burgers_Restaurant-Dublin_County_Dublin.html,8
1063,Pinocchio Italian Restaurant,266,329,4.5,Average,"['Italian', 'Mediterranean', 'European']","Ranelagh Road Luas Kiosk, Dublin Ireland",53.34469,-6.268174,+353 1 497 0111,/Restaurant_Review-g186605-d2026195-Reviews-Pinocchio_Italian_Restaurant-Dublin_County_Dublin.html,8
1064,The Brewer's Dining Hall - Guinness Storehouse,267,494,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","St. James Gate Saint James's Gate, Dublin Dublin 8 Ireland",53.3441122,-6.2851718,+353 1 408 4800,/Restaurant_Review-g186605-d1554254-Reviews-The_Brewer_s_Dining_Hall_Guinness_Storehouse-Dublin_County_Dublin.html,8
1065,Toscana,271,1632,4,Average,"['Italian', 'Pizza', 'European']","3 Cork Hill, Dame Street Opposite Dublin Castle, Dublin Ireland",53.3441797,-6.2675693,+353 1 670 9785,/Restaurant_Review-g186605-d784482-Reviews-Toscana-Dublin_County_Dublin.html,8
1066,Beef & Lobster,330,608,4,Average,"['Steakhouse', 'Seafood', 'European']","40 Parliament St, Dublin 2, Dublin D02 W889 Ireland",53.3441701,-6.267478,+353 1 531 3810,/Restaurant_Review-g186605-d10597573-Reviews-Beef_Lobster-Dublin_County_Dublin.html,8
1067,Opium,337,412,4,Average,"['Asian', 'Thai', 'Fusion']","26 Wexford Street, Dublin Dublin 2 Ireland",53.336637300887,-6.26611988158487,+353 1 526 7711,/Restaurant_Review-g186605-d5770594-Reviews-Opium-Dublin_County_Dublin.html,8
1068,Oscars Cafe Bar Christchurch,343,171,4.5,Average,"['Irish', 'Bar', 'European']","16-18 Fishamble Street Dublin 2, Dublin Ireland",53.3441347,-6.2697764,+353 1 555 1442,/Restaurant_Review-g186605-d7252291-Reviews-Oscars_Cafe_Bar_Christchurch-Dublin_County_Dublin.html,8
1069,O'Shea's Merchant & Ned O'Sheas,346,715,4,Average,"['Irish', 'Bar', 'European']","12 Bridge Street Lower The home of Irish Music and Dance, Dublin 8 Ireland",53.3449326,-6.2763323,+353 1 679 3797,/Restaurant_Review-g186605-d696313-Reviews-O_Shea_s_Merchant_Ned_O_Sheas-Dublin_County_Dublin.html,8
1070,Pifko,398,159,4.5,Average,"['Bar', 'European', 'Pub']","41-43 Usher's Quay, Dublin D08 K1E8 Ireland",53.3459874,-6.2801673,+353 1 515 2087,/Restaurant_Review-g186605-d1989662-Reviews-Pifko-Dublin_County_Dublin.html,8
1071,Harkin's,399,91,4.5,Cheap,"['Irish', 'Bar', 'Pub']","6 Echlin Street The Old Harbour, Dublin D08 HX3K Ireland",53.3424805,-6.2885768,+353 1 902 3578,/Restaurant_Review-g186605-d4022843-Reviews-Harkin_s-Dublin_County_Dublin.html,8
1072,The Czech Inn,486,211,4,Average,"['Bar', 'European', 'Pub']","Essex Gate Dublin 8, Dublin Ireland",53.3449133,-6.2679467,+353 86 224 6777,/Restaurant_Review-g186605-d3975119-Reviews-The_Czech_Inn-Dublin_County_Dublin.html,8
1073,The Thursday Cafe,493,36,5,Average,"['Cafe', 'International', 'European']","37 Clanbrassil street, Dublin DUBLIN 8, Ireland",53.3299048,-6.2754382,+353 85 148 7653,/Restaurant_Review-g186605-d14032731-Reviews-The_Thursday_Cafe-Dublin_County_Dublin.html,8
1074,Brother Hubbard South,506,235,4,Average,"['Cafe', 'European', 'Vegetarian Friendly']","46 Harrington Street, Dublin D08 YFN7 Ireland",53.332681727824,-6.26548232488057,+353 1 441 6596,/Restaurant_Review-g186605-d7264915-Reviews-Brother_Hubbard_South-Dublin_County_Dublin.html,8
1075,57 The Headline,527,172,4,Average,"['Irish', 'Bar', 'European']","56/57 Lwr Clanbrassil St, Dublin 8 Ireland",53.332396,-6.27546298257128,+353 1 532 0279,/Restaurant_Review-g186605-d6833577-Reviews-57_The_Headline-Dublin_County_Dublin.html,8
1076,Chorus cafe,533,80,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","Scarlet Row Fishamble Street, Dublin Ireland",53.3445378,-6.2692931,,/Restaurant_Review-g186605-d4760400-Reviews-Chorus_cafe-Dublin_County_Dublin.html,8
1077,Jerusalem Restaurant,564,276,4,Average,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']","77 Lower Camden Street, Dublin 2 Ireland",53.3353711,-6.2654097,+353 1 424 4001,/Restaurant_Review-g186605-d6691500-Reviews-Jerusalem_Restaurant-Dublin_County_Dublin.html,8
1078,Camden Exchange,572,137,4,Average,"['Pub', 'Street Food', 'Gluten Free Options']","72-73 Camden Street Lower, Dublin D02 E092 Ireland",53.3351088,-6.2654328,+353 1 559 9028,/Restaurant_Review-g186605-d7724776-Reviews-Camden_Exchange-Dublin_County_Dublin.html,8
1079,INDIA TODAY Bar & Grill,587,39,4.5,Average,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","Unit 2 Castle Way Golden Lane Unit 2, Dublin D08 T8F2 Ireland",53.3407449,-6.2687241,+353 1 445 9325,/Restaurant_Review-g186605-d17731504-Reviews-INDIA_TODAY_Bar_Grill-Dublin_County_Dublin.html,8
1080,Passion 4 Food,609,121,4.5,Cheap,"['Fast food', 'Turkish', 'Middle Eastern']","27 Lower Clanbrassil Street, Dublin Ireland",53.334445450163,-6.27444698012234,+353 1 534 5462,/Restaurant_Review-g186605-d2440902-Reviews-Passion_4_Food-Dublin_County_Dublin.html,8
1081,Bunsen Ranelagh,610,85,4,Cheap,,"97 Ranelagh Dublin 6, Dublin Ireland",53.33723375,-6.26583451167616,+353 1 444 0071,/Restaurant_Review-g186605-d12491251-Reviews-Bunsen_Ranelagh-Dublin_County_Dublin.html,8
1082,JK Stoutmans,623,55,4.5,Average,"['Irish', 'Bar', 'Pub']","130 James Street Dublin 8 D08 E6p6, Dublin D8 Ireland",53.3434715,-6.2904868,+353 87 065 6802,/Restaurant_Review-g186605-d10778783-Reviews-JK_Stoutmans-Dublin_County_Dublin.html,8
1083,The Fourth Corner,633,40,4.5,Average,"['Irish', 'Bar', 'Pizza']","50 Patrick Street, Dublin D08 AR29 Ireland",53.3389208,-6.2722998,+353 85 141 0640,/Restaurant_Review-g186605-d14118126-Reviews-The_Fourth_Corner-Dublin_County_Dublin.html,8
1084,Variety Jones,642,37,4.5,Expensive,"['Irish', 'European']","78 Thomas Street, Dublin D08 F2RN Ireland",53.342931,-6.2761863,+353 1 516 2470,/Restaurant_Review-g186605-d16756140-Reviews-Variety_Jones-Dublin_County_Dublin.html,8
1085,Piglet,644,67,4.5,Average,"['Italian', 'French', 'Mediterranean']","5 Cow's Lane, Dublin Ireland",53.3442032,-6.2689227,+353 1 707 9786,/Restaurant_Review-g186605-d14000083-Reviews-Piglet-Dublin_County_Dublin.html,8
1086,Catherine's Cafe,646,57,4.5,Cheap,"['Irish', 'Cafe', 'European']","17 Meath Street, Dublin Ireland",53.3422293,-6.2791096,+353 1 532 8466,/Restaurant_Review-g186605-d9745379-Reviews-Catherine_s_Cafe-Dublin_County_Dublin.html,8
1087,The West End,651,37,4.5,Average,"['Cafe', 'Vegetarian Friendly']","Scarlet Row Unit 1, Essex Street West/Cow's Lane, Dublin Ireland",53.3445614,-6.2691299,+353 1 672 9124,/Restaurant_Review-g186605-d12102720-Reviews-The_West_End-Dublin_County_Dublin.html,8
1088,1837 Bar & Brasserie,663,39,4.5,Average,"['Irish', 'Vegetarian Friendly']","St. James Gate, Guinness Storehouse, Dublin Ireland",53.341837472758,-6.2866473197937,+353 1 408 4800,/Restaurant_Review-g186605-d8761324-Reviews-1837_Bar_Brasserie-Dublin_County_Dublin.html,8
1089,Groundstate Coffee,715,37,4.5,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']","48-50 James’s Street, Dublin D08 YK6N Ireland",53.3432506,-6.2886011,,/Restaurant_Review-g186605-d15181852-Reviews-Groundstate_Coffee-Dublin_County_Dublin.html,8
