Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link
Bistro67,1539,2,5.0,Average,['Cafe'],"67 Charlemont Street, Dublin D02 C820 Ireland",53.331485126080295,-6.261593394788379,+353 86 027 7661,/Restaurant_Review-g186605-d15244840-Reviews-Bistro67-Dublin_County_Dublin.html
Gino's,1541,7,4.0,Cheap,['Italian'],"Fonthill Road Liffey Valley Shopping Centre, Dublin 22 Ireland",53.33429991330022,-6.292557481869153,+353 1 201 1705,/Restaurant_Review-g186605-d7686450-Reviews-Gino_s-Dublin_County_Dublin.html
Budapest Restaurant,1547,5,4.5,,"['European', 'Hungarian']","61. Bolton Street Dublin 1, Dublin D1 Ireland",53.351117,-6.2703067,+353 1 535 0083,/Restaurant_Review-g186605-d5773726-Reviews-Budapest_Restaurant-Dublin_County_Dublin.html
Bobos,1548,5,4.0,,['Cafe'],"74 Middle Abbey, Dublin Ireland",53.33650835,-6.265718147343025,+353 1 538 0800,/Restaurant_Review-g186605-d12459272-Reviews-Bobos-Dublin_County_Dublin.html
Amores,1549,3,4.5,,,"1B Mountjoy Street, Dublin Ireland",53.3549074,-6.2686462,,/Restaurant_Review-g186605-d10492592-Reviews-Amores-Dublin_County_Dublin.html
Victoria Arduino,1553,2,5.0,,['Cafe'],"6 Tyrconnell Road Via M. D'Antegiano, Dublin Ireland",53.3316891,-6.2516735,,/Restaurant_Review-g186605-d11702322-Reviews-Victoria_Arduino-Dublin_County_Dublin.html
Club M,1554,29,3.5,Average,,"Anglesea Street, Dublin Ireland",53.3448128,-6.2623304,+351 1 671 5622,/Restaurant_Review-g186605-d945316-Reviews-Club_M-Dublin_County_Dublin.html
Reflections- Cafe Brasserie,1555,9,4.0,Average,['French'],"Grand Canal Square The Marker Hotel Dublin 1, Dublin Ireland",53.3445238,-6.238796199999999,,/Restaurant_Review-g186605-d5603665-Reviews-Reflections_Cafe_Brasserie-Dublin_County_Dublin.html
The Karma Stone,1556,19,3.5,Cheap,"['Bar', 'European', 'Pub']","40 Wexford Street, Dublin Ireland",53.3374409,-6.2659032,+353 1 478 9455,/Restaurant_Review-g186605-d7727931-Reviews-The_Karma_Stone-Dublin_County_Dublin.html
BG Cafe & Deli,1557,7,3.5,Cheap,['Cafe'],"66B Pearse Street, Dublin Ireland",53.3435985,-6.2461277,,/Restaurant_Review-g186605-d10139439-Reviews-BG_Cafe_Deli-Dublin_County_Dublin.html
Expresso Bar,1558,10,4.0,,,"4 Grafton Street, Dublin Ireland",53.333487,-6.241665,+353 1 670 7056,/Restaurant_Review-g186605-d696219-Reviews-Expresso_Bar-Dublin_County_Dublin.html
Eatokyo Asian Restaurant And Sushi Bar,1559,2,4.5,,,"11 Capel Street, Dublin D01 YX82 Ireland",53.3467545,-6.267977,+353 1 878 2799,/Restaurant_Review-g186605-d19796242-Reviews-Eatokyo_Asian_Restaurant_And_Sushi_Bar-Dublin_County_Dublin.html
Biscotti Caffe,1564,3,5.0,,,"Manor St. Dublin 7 Stoneybatter, Dublin Ireland",53.3521088,-6.2836662,,/Restaurant_Review-g186605-d7805333-Reviews-Biscotti_Caffe-Dublin_County_Dublin.html
Rhubarb Cafe Deli,1567,34,3.5,Cheap,"['Irish', 'Cafe', 'Deli']","1 Lower Pembroke Street, Dublin Ireland",53.33733909999999,-6.2518788,+353 86 084 1131,/Restaurant_Review-g186605-d1574255-Reviews-Rhubarb_Cafe_Deli-Dublin_County_Dublin.html
Chuan Chinese Restaurant,1570,3,4.5,,,"123 Capel Street Coolock, Dublin Ireland",53.3486543,-6.269266,,/Restaurant_Review-g186605-d10146539-Reviews-Chuan_Chinese_Restaurant-Dublin_County_Dublin.html
Lockside Bar/Social,1571,2,4.5,,['European'],"Clayton Hotel Charlemont Charlemont Street, Dublin Ireland",53.330648749999995,-6.261629427179497,+353 1 960 6700,/Restaurant_Review-g186605-d19030576-Reviews-Lockside_Bar_Social-Dublin_County_Dublin.html
Sprout & Co,1573,2,4.5,,['Healthy'],"19 Exchequer Street, Dublin D02 EN26 Ireland",53.339236099999994,-6.245808200000004,+353 1 535 5343,/Restaurant_Review-g186605-d17568772-Reviews-Sprout_Co-Dublin_County_Dublin.html
Turkish Kebab House,1574,5,4.0,Cheap,,"133 Parnell Street, Dublin Ireland",53.3539236,-6.2583871,,/Restaurant_Review-g186605-d15702671-Reviews-Turkish_Kebab_House-Dublin_County_Dublin.html
Tokyo Kitchen,1577,2,4.5,,,"No. 42 Bow Street, Dublin Ireland",53.34929399999999,-6.276035,,/Restaurant_Review-g186605-d15702670-Reviews-Tokyo_Kitchen-Dublin_County_Dublin.html
Iskender Turkish Kebab,1579,10,3.5,,['Turkish'],"3 Talbot Street, Dublin D01 KX25 Ireland",53.347495871041794,-6.2633964317622,,/Restaurant_Review-g186605-d10816320-Reviews-Iskender_Turkish_Kebab-Dublin_County_Dublin.html
Rayhoon,1580,7,4.0,Expensive,['Italian'],"Talbot Street, Dublin Ireland",53.3510978,-6.2522025,,/Restaurant_Review-g186605-d793238-Reviews-Rayhoon-Dublin_County_Dublin.html
Yankee Donuts,1581,2,5.0,Cheap,['American'],"96 Rathmines Road Lower, Dublin DUBLIN 6 Ireland",53.3265235,-6.2646335,+353 1 516 1352,/Restaurant_Review-g186605-d12536954-Reviews-Yankee_Donuts-Dublin_County_Dublin.html
jowels,1583,3,4.5,,,Dublin Ireland,53.3497645,-6.2602732,,/Restaurant_Review-g186605-d877446-Reviews-Jowels-Dublin_County_Dublin.html
La Corte,1586,6,4.0,,['Italian'],"Custom House Square Ifsc, Dublin Ireland",53.349206159366034,-6.2433614653016924,+353 1 670 2887,/Restaurant_Review-g186605-d7033013-Reviews-La_Corte-Dublin_County_Dublin.html
Lock 6 Cafe,1587,2,4.5,,"['Irish', 'Cafe']","Dunville Terrace 8 Canal Road Canal Road, Ranelagh, Dublin D06 P271 Ireland",53.3300618,-6.2618854,,/Restaurant_Review-g186605-d15832102-Reviews-Lock_6_Cafe-Dublin_County_Dublin.html
The Harold House,1588,2,4.5,,,"34 Clanbrassil Street Upper, Dublin Ireland",53.3300206,-6.2752027,+353 1 453 4529,/Restaurant_Review-g186605-d15700663-Reviews-The_Harold_House-Dublin_County_Dublin.html
Fegans Foodservice,1590,2,4.5,Average,"['Irish', 'Mediterranean']","13 - 14 Chancery Street, Dublin Ireland",53.3469379,-6.2715245,+353 1 872 2788,/Restaurant_Review-g186605-d14922260-Reviews-Fegans_Foodservice-Dublin_County_Dublin.html
Central Cafe,1591,10,3.5,Average,,"197 Parnell Street, Dublin Dublin 1 Ireland",53.35081385,-6.266267536897546,+353 1 658 8071,/Restaurant_Review-g186605-d7742852-Reviews-Central_Cafe-Dublin_County_Dublin.html
Gourmet Burger,1593,11,3.5,Average,,"Fonthill Road Liffey Valley Shopping Centre, Dublin D22 R6K8 Ireland",53.3412599479905,-6.259823605405701,+353 1 623 8285,/Restaurant_Review-g186605-d8859022-Reviews-Gourmet_Burger-Dublin_County_Dublin.html
Mosa,1594,3,4.0,,,"139 Parnell Street, Dublin D01 E738 Ireland",53.3537326,-6.2590623,+353 89 254 2225,/Restaurant_Review-g186605-d15470491-Reviews-Mosa-Dublin_County_Dublin.html
Woodfire And Wings,1597,3,4.0,,"['Italian', 'Irish', 'Fast food', 'Calabrian']","Unit 7 Dutch Village Shopping Centre Woodford Walk Woodford Walk, Knockmitten, Clondalkin, Dublin D22 V290 Ireland",53.356205,-6.265698,+353 1 459 5257,/Restaurant_Review-g186605-d20121917-Reviews-Woodfire_And_Wings-Dublin_County_Dublin.html
Salad Box,1598,2,4.5,,"['Cafe', 'Deli', 'Fusion', 'Healthy']","East Wall Road Point Square, Dublin Ireland",53.34906429999999,-6.2278167,,/Restaurant_Review-g186605-d15214687-Reviews-Salad_Box-Dublin_County_Dublin.html
Supermac's,1599,3,4.0,,['Fast food'],"Heuston Station Saint John's Road West Heuston Station, Dublin D08 E2CV Ireland",53.34649533432045,-6.2927436937708014,+353 1 675 3813,/Restaurant_Review-g186605-d15780559-Reviews-Supermac_s-Dublin_County_Dublin.html
Jolin's Vietnamese Coffee House,1601,17,3.5,Cheap,"['Cafe', 'Asian', 'Vietnamese']","43 Clanbrassil Street Upper, Dublin Ireland",53.33056,-6.275213,+353 1 473 6330,/Restaurant_Review-g186605-d10535700-Reviews-Jolin_s_Vietnamese_Coffee_House-Dublin_County_Dublin.html
Mullet's Bar,1602,4,4.0,,,"45 Amiens Street, Dublin Ireland",53.3525997,-6.249261,,/Restaurant_Review-g186605-d12593503-Reviews-Mullet_s_Bar-Dublin_County_Dublin.html
Oliviers,1604,3,5.0,,['Contemporary'],"Leeson Street bridge, Dublin Ireland",53.3313902,-6.2516337,,/Restaurant_Review-g186605-d1830415-Reviews-Oliviers-Dublin_County_Dublin.html
McDonald's,1606,4,4.0,,"['American', 'Fast food']","Artane Castle Shopping Centre Kilmore Road Artane Castle Shopping Centre, Dublin Ireland",53.323575738073494,-6.265473922020298,+353 1 832 7370,/Restaurant_Review-g186605-d14945262-Reviews-McDonald_s-Dublin_County_Dublin.html
Dame Cafe,1608,7,3.5,Cheap,,"57 Dame Street, Dublin Ireland",53.3442773,-6.2646802,+353 1 670 4146,/Restaurant_Review-g186605-d7226051-Reviews-Dame_Cafe-Dublin_County_Dublin.html
Munchies,1609,10,3.5,Average,['Deli'],"Alfie Byrne Road East Point Business Park, Dublin Ireland",53.338115854971065,-6.253288755197621,+353 1 865 0073,/Restaurant_Review-g186605-d7678018-Reviews-Munchies-Dublin_County_Dublin.html
Seven Wonders Chq,1614,4,4.0,,"['Italian', 'Irish', 'International', 'British']","CHQ building, Dublin Ireland",53.3487587,-6.2480799,+353 1 818 9973,/Restaurant_Review-g186605-d15309494-Reviews-Seven_Wonders_Chq-Dublin_County_Dublin.html
Runner Bean,1617,9,4.0,Average,['Cafe'],"4 Nassau Street, Dublin Ireland",53.3421689,-6.2550462,+353 1 679 4833,/Restaurant_Review-g186605-d5812351-Reviews-Runner_Bean-Dublin_County_Dublin.html
Mama Roma,1618,8,4.0,,['Italian'],"68 Dame Street, Dublin Ireland",53.3441726,-6.2648459,+353 1 670 8244,/Restaurant_Review-g186605-d4701422-Reviews-Mama_Roma-Dublin_County_Dublin.html
Jin Restaurant,1620,9,3.5,,['Chinese'],"38 Middle Abbey St, Dublin Ireland",53.3479255,-6.2637013,+353 1 442 2940,/Restaurant_Review-g186605-d19082561-Reviews-Jin_Restaurant-Dublin_County_Dublin.html
Itsa,1623,8,3.5,Average,,"28 Parnell Square North Dublin City Gallery, Charlemont House, Dublin Dublin 1 Ireland",53.348209999999995,-6.2623695999999995,+353 1 222 5550,/Restaurant_Review-g186605-d8645338-Reviews-Itsa-Dublin_County_Dublin.html
Ezio's Take Out,1625,3,4.5,,['Italian'],"40 Amiens Street, Dublin Dublin 1 Ireland",53.3509732,-6.2502891,+353 1 855 9550,/Restaurant_Review-g186605-d5863834-Reviews-Ezio_s_Take_Out-Dublin_County_Dublin.html
Urban Oyster,1626,2,5.0,,,"1 Joshua Lane Dawson Street, Dublin Dublin 2 Ireland",53.33999370000001,-6.2590867,+353 87 606 7785,/Restaurant_Review-g186605-d8051641-Reviews-Urban_Oyster-Dublin_County_Dublin.html
Istanbel Kebab,1630,33,3.0,Cheap,"['Indian', 'Fast food', 'Vegetarian Friendly']","10 Lower Liffey Street Epicurean Food Hall, Dublin Ireland",53.34749587104182,-6.263396431762202,+353 1 878 0177,/Restaurant_Review-g186605-d7792138-Reviews-Istanbel_Kebab-Dublin_County_Dublin.html
Manor Take Away Foods,1632,9,3.5,Cheap,['Pizza'],"47 Manor Street, Dublin Ireland",53.3531884,-6.2851172,+353 1 838 7253,/Restaurant_Review-g186605-d5812428-Reviews-Manor_Take_Away_Foods-Dublin_County_Dublin.html
Giannis Take Away,1634,2,5.0,,,"40 Parkgate st 8, Dublin Ireland",53.3480499,-6.2935629,+353 1 677 9728,/Restaurant_Review-g186605-d5812376-Reviews-Giannis_Take_Away-Dublin_County_Dublin.html
Reilly's Bar,1636,6,3.5,,['Pub'],"17 Merrion Street Upper, Dublin DUBLIN 2 Ireland",53.33829315,-6.253650504838712,+353 1 661 0115,/Restaurant_Review-g186605-d13840434-Reviews-Reilly_s_Bar-Dublin_County_Dublin.html
O'Reilly Bros,1641,3,4.0,,,"1 Inns Quay The Chancery, Dublin Ireland",53.345675,-6.271838000000001,,/Restaurant_Review-g186605-d12593500-Reviews-O_Reilly_Bros-Dublin_County_Dublin.html
Cafe Royale Brasserie,1642,2,4.5,,['French'],"O'Connell Street, Dublin Ireland",53.35124159999999,-6.2607789,+353 1 873 3666,/Restaurant_Review-g186605-d945300-Reviews-Cafe_Royale_Brasserie-Dublin_County_Dublin.html
Lloyd's Brasserie,1645,3,4.5,,['French'],"20 Merrion Street Upper, Dublin Ireland",53.33830925,-6.253103501200849,+353 1 662 7240,/Restaurant_Review-g186605-d696285-Reviews-Lloyd_s_Brasserie-Dublin_County_Dublin.html
Full Circle Roasters,1647,2,4.5,Cheap,"['American', 'European', 'Australian']","21-28 Talbot Place, Mountjoy, D1, Dublin D1 Ireland",53.3507648,-6.2515781,+353 83 819 9872,/Restaurant_Review-g186605-d10800075-Reviews-Full_Circle_Roasters-Dublin_County_Dublin.html
Mosa Bubble Tea and Coffee,1648,8,3.5,Cheap,['Vietnamese'],"2/3 Merchants Arch Temple Bar, Dublin Ireland",53.3459824,-6.2629344,+353 83 884 8114,/Restaurant_Review-g186605-d13075689-Reviews-Mosa_Bubble_Tea_and_Coffee-Dublin_County_Dublin.html
King's Potato,1651,2,5.0,,,"6 Ormond Quay Lower, Dublin Ireland",53.346262249999995,-6.267143524382235,+353 87 450 3141,/Restaurant_Review-g186605-d7699451-Reviews-King_s_Potato-Dublin_County_Dublin.html
Harolds Cafe,1652,2,5.0,,['Cafe'],"43A Clanbrassil Street Upper, Dublin Ireland",53.3309194,-6.2752549,,/Restaurant_Review-g186605-d5452685-Reviews-Harolds_Cafe-Dublin_County_Dublin.html
Zampas,1655,1,5.0,Average,"['Irish', 'South American']","Fashion House 18 Exchange Street Upper, Dublin D08AV24 Ireland",53.3442927,-6.2682237,+353 1 482 5050,/Restaurant_Review-g186605-d19989019-Reviews-Zampas-Dublin_County_Dublin.html
Apache Pizza,1656,1,5.0,,['Pizza'],"37 Main Street, Dublin Ireland",53.32297149367761,-6.295267194487701,,/Restaurant_Review-g186605-d15708574-Reviews-Apache_Pizza-Dublin_County_Dublin.html
Wing it,1657,30,3.0,Cheap,"['American', 'Bar', 'Pub']","63 South Great George's Street, Dublin D02 A036 Ireland",53.3423551,-6.2647623,+353 1 525 2929,/Restaurant_Review-g186605-d17370408-Reviews-Wing_it-Dublin_County_Dublin.html
WIN Bubble Tea,1658,1,5.0,,"['Chinese', 'Japanese', 'Asian', 'Vietnamese']","O'Connell St Upper, Dublin Ireland",53.35124159999999,-6.2607789,+353 83 117 1714,/Restaurant_Review-g186605-d19217418-Reviews-WIN_Bubble_Tea-Dublin_County_Dublin.html
Mellons shop & deli,1660,1,5.0,,"['Irish', 'Cafe', 'Healthy']","56 South Lotts Road Ringsend, Dublin Ireland",53.3399069,-6.2326112,+353 1 668 0166,/Restaurant_Review-g186605-d19419216-Reviews-Mellons_shop_deli-Dublin_County_Dublin.html
Monster Burgers Dublin,1663,1,5.0,,['Fast food'],"Harcourt Street, Dublin Ireland",53.3376423,-6.2626069,+353 87 988 1758,/Restaurant_Review-g186605-d19500652-Reviews-Monster_Burgers_Dublin-Dublin_County_Dublin.html
The Wine Pair,1666,1,5.0,,,"79 Clanbrassil Street Lwr, Dublin Ireland",53.3340702,-6.2752848,+353 86 661 5006,/Restaurant_Review-g186605-d19761037-Reviews-The_Wine_Pair-Dublin_County_Dublin.html
Chewbrew Bubble Tea,1670,1,5.0,Cheap,"['Chinese', 'Cafe', 'Asian']","Flat 3 77 Aungier Street Flat 3, Dublin D02 TF76 Ireland",53.3411177,-6.265713100000001,+353 1 555 0320,/Restaurant_Review-g186605-d16805328-Reviews-Chewbrew_Bubble_Tea-Dublin_County_Dublin.html
Traditional Asian Cake,1672,1,5.0,,"['Japanese', 'Asian']","Stephen's Green Shopping Centre, Stephens Green West, Dublin 2., Dublin Ireland",53.33998219999999,-6.261966999999999,,/Restaurant_Review-g186605-d18453523-Reviews-Traditional_Asian_Cake-Dublin_County_Dublin.html
Win Bubble Tea Dublin,1674,1,5.0,,"['Cafe', 'Asian', 'Taiwanese']","37 Aungier Street, Dublin D02 EV56 Ireland",53.3387562,-6.2658619,+353 83 838 3776,/Restaurant_Review-g186605-d16662973-Reviews-Win_Bubble_Tea_Dublin-Dublin_County_Dublin.html
Clarion Quay,1675,1,5.0,,['Italian'],"6 Excise Walk, Dublin Ireland",53.3477493,-6.2423821,,/Restaurant_Review-g186605-d15702605-Reviews-Clarion_Quay-Dublin_County_Dublin.html
Pennylane Bar,1676,1,5.0,,"['Bar', 'Pub']","Great strand Street, Dublin Ireland",53.346805,-6.2659153,+353 1 561 2375,/Restaurant_Review-g186605-d17561750-Reviews-Pennylane_Bar-Dublin_County_Dublin.html
cafe crema,1677,29,3.0,Cheap,"['Cafe', 'European']","84 Abbey Strreet Middle City Centre North, Dublin Ireland",53.3484158,-6.260896813455362,+353 1 872 7527,/Restaurant_Review-g186605-d7907555-Reviews-Cafe_crema-Dublin_County_Dublin.html
MISTER MAGPIE Coffee,1678,1,5.0,,,"1a Leeson Street Lower, Dublin Ireland",53.3322042,-6.2529164,,/Restaurant_Review-g186605-d19255568-Reviews-MISTER_MAGPIE_Coffee-Dublin_County_Dublin.html
Traam Restaurant,1679,8,3.5,,,"90 Marlborough Street, Dublin Ireland",53.34995895,-6.258292566811468,,/Restaurant_Review-g186605-d12636227-Reviews-Traam_Restaurant-Dublin_County_Dublin.html
FuDi Delicatessen,1680,5,3.5,Cheap,['Cafe'],"1-2 Mount Street Lower, Dublin D02 PC83 Ireland",53.3393534,-6.2461315,+353 1 676 6174,/Restaurant_Review-g186605-d13946217-Reviews-FuDi_Delicatessen-Dublin_County_Dublin.html
Burger King,1682,2,4.0,,['Fast food'],"39 Grafton Street, Dublin Ireland",53.33393972528679,-6.244703127548455,+353 1 677 2516,/Restaurant_Review-g186605-d15050627-Reviews-Burger_King-Dublin_County_Dublin.html
Bbq Lounge Restaurant,1683,1,5.0,,['Asian'],"34 Lower Clanbrassil Street, Dublin Ireland",53.3338982,-6.2747221,,/Restaurant_Review-g186605-d15702593-Reviews-Bbq_Lounge_Restaurant-Dublin_County_Dublin.html
Lolly and Cooks,1684,1,5.0,,,"Unit 1, The Marker, Forbes St Grand Canal Dock, Dublin Ireland",53.338183123738574,-6.253495184949457,+353 1 679 8442,/Restaurant_Review-g186605-d18542739-Reviews-Lolly_and_Cooks-Dublin_County_Dublin.html
Humphrey's Pub,1685,3,3.5,,['Irish'],"79-81 Ranelagh, Dublin Dublin 6 Ireland",53.3252185,-6.2550504,+353 1 497 2490,/Restaurant_Review-g186605-d13351283-Reviews-Humphrey_s_Pub-Dublin_County_Dublin.html
Outhouse Cafe,1686,2,4.0,Cheap,"['Cafe', 'International', 'Deli']","105 Capel Street, Dublin D01 R290 Ireland",53.3497702,-6.2694384,+353 1 873 4999,/Restaurant_Review-g186605-d17847828-Reviews-Outhouse_Cafe-Dublin_County_Dublin.html
Welcome City Chinese Takeaway,1687,9,3.0,,['Chinese'],"66 Dorset St Upr, Dublin Ireland",53.3561317,-6.2651532,+353 1 873 0188,/Restaurant_Review-g186605-d5812354-Reviews-Welcome_City_Chinese_Takeaway-Dublin_County_Dublin.html
The Lido Takeaway,1689,10,3.5,Cheap,['American'],"135A Pearse Street Grand Canal Dock, Dublin Ireland",53.3429963,-6.2444715,,/Restaurant_Review-g186605-d11434550-Reviews-The_Lido_Takeaway-Dublin_County_Dublin.html
KF Coffee,1693,1,5.0,Cheap,"['Irish', 'Cafe', 'Fast food']","168 Parnell Street, Dublin Ireland",53.351654,-6.263589,+353 1 872 8723,/Restaurant_Review-g186605-d16831161-Reviews-KF_Coffee-Dublin_County_Dublin.html
Win Bubble Tea,1694,1,5.0,,"['Cafe', 'Asian', 'Taiwanese']","37 Aungier Street, Dublin D02EV56 Ireland",53.3387562,-6.2658619,+353 83 838 3776,/Restaurant_Review-g186605-d16656056-Reviews-Win_Bubble_Tea-Dublin_County_Dublin.html
MoonSoon Restaurant & Gallery,1696,2,5.0,Average,"['Asian', 'Malaysian']","40 Arran Quay, Dublin Dublin 7 Ireland",53.346670399999994,-6.2798354007799695,+353 83 189 1003,/Restaurant_Review-g186605-d6626863-Reviews-MoonSoon_Restaurant_Gallery-Dublin_County_Dublin.html
Makati Avenue,1699,7,3.5,,,"48 Capel Street, Dublin Ireland",53.350986,-6.2699428,+353 1 872 1411,/Restaurant_Review-g186605-d5821547-Reviews-Makati_Avenue-Dublin_County_Dublin.html
Romayo's,1701,1,5.0,Cheap,"['Italian', 'American', 'Irish']","Unit 5 Sandyford Hall Sandyford Hall Green Unit 5, Dublin D18 YV80 Ireland",53.347988,-6.294875,+353 1 295 2233,/Restaurant_Review-g186605-d15025333-Reviews-Romayo_s-Dublin_County_Dublin.html
The Noodle House,1704,1,5.0,,,"32 Wexford Street South Inner City, Dublin 2, Dublin Ireland",53.33699051964463,-6.26561279940413,+353 1 425 4000,/Restaurant_Review-g186605-d17443127-Reviews-The_Noodle_House-Dublin_County_Dublin.html
Verde,1706,6,3.5,Cheap,['Mexican'],"10 Aungier Street, Dublin D02 VY64 Ireland",53.3407787,-6.2653789,+353 1 475 8658,/Restaurant_Review-g186605-d14211206-Reviews-Verde-Dublin_County_Dublin.html
Pulau Penang City Centre North,1707,7,3.5,,['Chinese'],"11, O Connell Street Dublin 1, Dublin Ireland",53.35052030000001,-6.2601337,,/Restaurant_Review-g186605-d3378146-Reviews-Pulau_Penang_City_Centre_North-Dublin_County_Dublin.html
Berry Lane Bistro,1710,19,3.0,Average,['Cafe'],"39 Parkgate Street, Dublin Ireland",53.3480499,-6.2935629,+353 1 677 2870,/Restaurant_Review-g186605-d7724574-Reviews-Berry_Lane_Bistro-Dublin_County_Dublin.html
Freshii,1713,1,5.0,,['Healthy'],"63 Dame Street, Dublin Ireland",53.34841,-6.2778377999999995,+353 1 633 7865,/Restaurant_Review-g186605-d13379017-Reviews-Freshii-Dublin_County_Dublin.html
Alper Kebab & Turkish Cuisine,1719,2,4.0,,,"4 Talbot Street, Dublin Ireland",53.350939,-6.2531516,+353 1 874 9474,/Restaurant_Review-g186605-d12959759-Reviews-Alper_Kebab_Turkish_Cuisine-Dublin_County_Dublin.html
Murphy's of Amiens Street,1721,3,4.5,,['American'],"39 Amiens Street, Dublin Ireland",53.3509732,-6.2502891,+353 1 559 2366,/Restaurant_Review-g186605-d12728340-Reviews-Murphy_s_of_Amiens_Street-Dublin_County_Dublin.html
Salsa - Authentic Mexican Food,1724,3,3.5,Cheap,['Mexican'],"Unit.3, Custom House Square, Mayor Street Lower. IFSC, Dublin DUBLIN 1 Ireland",53.34952430000001,-6.2436919,+353 87 747 4839,/Restaurant_Review-g186605-d15106113-Reviews-Salsa_Authentic_Mexican_Food-Dublin_County_Dublin.html
The Galway Hooker,1729,112,3.0,Average,"['Irish', 'Bar', 'European']","Heuston Station, Dublin Ireland",53.3467462,-6.2924467,+353 1 670 3463,/Restaurant_Review-g186605-d6436401-Reviews-The_Galway_Hooker-Dublin_County_Dublin.html
Revolution Bakery,1730,2,4.0,Cheap,"['American', 'Cafe', 'Fast food']","15A 15 Wicklow Street, Dublin DUBLIN 2 Ireland",53.3430025,-6.2611564,+353 87 817 4444,/Restaurant_Review-g186605-d12881164-Reviews-Revolution_Bakery-Dublin_County_Dublin.html
Paella Bar & Co,1733,4,3.5,,['Spanish'],"32 Pearse Street, Dublin D02 FT65 Ireland",53.34748100000001,-6.239458,+353 1 551 8667,/Restaurant_Review-g186605-d19876018-Reviews-Paella_Bar_Co-Dublin_County_Dublin.html
Chopped 2.0,1735,4,3.5,Cheap,,"Smithfield Square Unit 18, Block C, Smithfield, Dublin Ireland",53.3489675,-6.27783,+353 1 558 3566,/Restaurant_Review-g186605-d17611666-Reviews-Chopped_2_0-Dublin_County_Dublin.html
emperors BBQ,1736,1,5.0,Average,['Irish'],"26 south Richmond street, Dublin DUBLIN 2 Ireland",53.33085269999999,-6.2642343,+353 1 475 8285,/Restaurant_Review-g186605-d13737585-Reviews-Emperors_BBQ-Dublin_County_Dublin.html
Tian Yuan,1737,2,4.5,,['Chinese'],"124 Parnell Street Dublin 1, Dublin Ireland",53.3499628,-6.2678786,,/Restaurant_Review-g186605-d2660122-Reviews-Tian_Yuan-Dublin_County_Dublin.html
The Liberty Belle,1738,1,5.0,Average,"['Irish', 'Bar', 'Pub']","33 Francis Street Merchants Quay, Dublin D08 A9T3 Ireland",53.3415634,-6.2748857,+353 85 750 8741,/Restaurant_Review-g186605-d13289754-Reviews-The_Liberty_Belle-Dublin_County_Dublin.html
Taphouse Bar And Kitchen Renelagh,1740,1,5.0,,"['Brew Pub', 'Bar', 'Cafe', 'European']","60 Renelagh Road Dublin 6, Dublin Ireland",53.32763989999999,-6.258048,3534913436,/Restaurant_Review-g186605-d13287146-Reviews-Taphouse_Bar_And_Kitchen_Renelagh-Dublin_County_Dublin.html
Coopers Restaurant,1741,5,4.0,Average,['International'],"62 Lesson Street, Dublin Ireland",53.33352455,-6.253928992669956,+353 1 676 7068,/Restaurant_Review-g186605-d4062533-Reviews-Coopers_Restaurant-Dublin_County_Dublin.html
Excise Grill,1746,4,4.0,,['Steakhouse'],"Excise Walk, IFSC, Dublin Dublin 1 Ireland",53.34868225,-6.243601186546699,+353 1 433 8899,/Restaurant_Review-g186605-d5081156-Reviews-Excise_Grill-Dublin_County_Dublin.html
Romayo's Donnybrook,1747,5,3.5,Cheap,['Diner'],"4 Donnybrook Road, Dublin D04 KP94 Ireland",53.3226182,-6.236988900000001,+353 1 269 3975,/Restaurant_Review-g186605-d13322478-Reviews-Romayo_s_Donnybrook-Dublin_County_Dublin.html
Isola Mia,1752,5,4.0,,['Italian'],"24 Erne St, Dublin Ireland",53.3429205,-6.2448156,+353 1 675 3849,/Restaurant_Review-g186605-d1675720-Reviews-Isola_Mia-Dublin_County_Dublin.html
Fabiana pizza,1756,1,5.0,,,"Thomas street 54a 54a Thomas Street, Dublin Ireland",53.342615,-6.2782314,+353 1 453 3032,/Restaurant_Review-g186605-d12390947-Reviews-Fabiana_pizza-Dublin_County_Dublin.html
Vincenzo's Take Away,1759,15,3.0,,"['Seafood', 'Fast food']","117 Thomas Street, Dublin Ireland",53.3430435,-6.2798637,+353 1 516 9106,/Restaurant_Review-g186605-d7674778-Reviews-Vincenzo_s_Take_Away-Dublin_County_Dublin.html
Fusco's Takeaway,1766,4,3.5,,['Fast food'],"117 Cork Street, Dublin Dublin 8 Ireland",53.341267390804475,-6.278691309560211,+353 1 473 6909,/Restaurant_Review-g186605-d2190085-Reviews-Fusco_s_Takeaway-Dublin_County_Dublin.html
Luigi's Takeaway,1767,1,5.0,,,"Unit 2, The Gouldings, Dublin Ireland",53.323873,-6.2513190000000005,+353 1 862 3349,/Restaurant_Review-g186605-d10584149-Reviews-Luigi_s_Takeaway-Dublin_County_Dublin.html
Super Foods,1770,1,5.0,Cheap,,"Moore Street Mall Shopping Centre, 1 Floor, Dublin Dublin 1 Ireland",53.3513889,-6.263333299999999,,/Restaurant_Review-g186605-d8749016-Reviews-Super_Foods-Dublin_County_Dublin.html
New Star Chinese Restaurant,1771,1,5.0,,,"123 Capel Steet, Dublin D01 Ireland",53.3486543,-6.269266,+353 1 874 7632,/Restaurant_Review-g186605-d10154475-Reviews-New_Star_Chinese_Restaurant-Dublin_County_Dublin.html
